Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Weather.Condition,Broad.phase.of.flight,Decade,Flight.Category,Year
2015-04-01,"palmer, ak",united states,non-fatal,substantial,airplane,cessna,a185f,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-02,"batesville, ar",united states,fatal,destroyed,airplane,cessna,152,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-04-03,"petaluma, ca",united states,fatal,destroyed,airplane,quicksilver enterprises inc,mxl ii,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-03,"fort davis, tx",united states,non-fatal,substantial,helicopter,robinson helicopter,r22 beta,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-03,"advance, in",united states,fatal,destroyed,airplane,s c aerostar s a,yak 52tw,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-03,"fort myers, fl",united states,non-fatal,substantial,airplane,cessna,182r,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-04,"wetumpka, al",united states,non-fatal,substantial,airplane,beech,v35b,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-04,"santa maria, ca",united states,non-fatal,substantial,airplane,piper,pa 28r-200,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-04,"surprise, az",united states,non-fatal,substantial,airplane,jabiru,jabiru - sp,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-04,"honolulu, hi",united states,non-fatal,substantial,airplane,cessna,206h,no,1.0,reciprocating,positioning,vmc,uknown,2010,Commercial,2015
2015-04-04,"brickeys, ar",united states,non-fatal,minor,airplane,air tractor inc,at 402a,no,1.0,turbo prop,aerial application,vmc,uknown,2010,Aerial Work,2015
2015-04-04,"cornelia, ga",united states,non-fatal,substantial,airplane,piper,pa 18-150,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-05,"drexel, mo",united states,non-fatal,substantial,airplane,piper,pa 22-135,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-06,"allentown, pa",united states,non-fatal,substantial,airplane,mooney,m20j,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-06,"farmingdale, nj",united states,non-fatal,substantial,airplane,cessna,152,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-07,"portland, tn",united states,non-fatal,substantial,airplane,cessna,182f,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-07,"bloomington, il",united states,fatal,substantial,airplane,cessna,414a,no,2.0,reciprocating,personal,imc,uknown,2010,General Aviation,2015
2015-04-07,"jennings, la",united states,non-fatal,substantial,airplane,cessna,177b,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-10,"caribbean sea, un",un,non-fatal,substantial,airplane,gulfstream,g iv,no,2.0,turbo fan,positioning,vmc,uknown,2010,Commercial,2015
2015-04-10,"challis, id",united states,fatal,substantial,airplane,cessna,t210m,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-11,"cambridge, oh",united states,non-fatal,substantial,airplane,aeronca,7ac,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-11,"spring city, tn",united states,non-fatal,substantial,airplane,aeronca,7ac,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-12,"fort lauderdale, fl",united states,fatal,destroyed,airplane,piper,pa-31t1,no,2.0,turbo prop,personal,vmc,uknown,2010,General Aviation,2015
2015-04-12,"intercourse, pa",united states,non-fatal,substantial,balloon,head balloons inc.,ax8 105 - no series,no,2.0,none,other work use,vmc,uknown,2010,Other Aerial Work,2015
2015-04-13,"bettles, ak",united states,non-fatal,substantial,airplane,cessna,170b,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-13,"shelter island, ny",united states,non-fatal,substantial,airplane,cessna,162,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-14,"hilo, hi",united states,non-fatal,substantial,airplane,cessna,172m,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-04-14,"whittier, ak",united states,fatal,substantial,airplane,cessna,180,no,1.0,reciprocating,personal,imc,uknown,2010,General Aviation,2015
2015-04-14,"evart, mi",united states,non-fatal,substantial,airplane,socata,tbm700,no,1.0,turbo prop,instructional,vmc,uknown,2010,Training,2015
2015-04-15,"lancaster, ny",united states,non-fatal,substantial,airplane,piper,pa-28-140,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-15,"dunlap, il",united states,non-fatal,substantial,helicopter,robinson helicopter company,r44 ii,no,1.0,reciprocating,aerial observation,vmc,uknown,2010,Aerial Work,2015
2015-04-15,"maysville, ok",united states,non-fatal,substantial,airplane,grumman,g 164a,no,1.0,reciprocating,aerial application,vmc,uknown,2010,Aerial Work,2015
2015-04-16,"orlando, fl",united states,non-fatal,minor,airplane,dassault-breguet,mystere falcon 900,no,3.0,turbo fan,executive/corporate,vmc,uknown,2010,General Aviation,2015
2015-04-16,"gulf shores, al",united states,non-fatal,substantial,weight-shift,p&m aviation ltd.,pulsr,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-16,"macon, ms",united states,non-fatal,substantial,airplane,universal stinson,108-1,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-17,"la quinta, ca",united states,non-fatal,substantial,airplane,piper,pa 18-150,no,1.0,reciprocating,banner tow,vmc,uknown,2010,Commercial,2015
2015-04-17,"diboll, tx",united states,non-fatal,substantial,airplane,cessna,421b,no,2.0,reciprocating,personal,imc,uknown,2010,General Aviation,2015
2015-04-17,"sebastian, fl",united states,non-fatal,substantial,airplane,cessna,172p,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-17,"deer lodge, mt",united states,non-fatal,substantial,airplane,piper,pa 28-180,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-17,"tamuning,",united states,non-fatal,substantial,airplane,cessna,172p,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-04-18,"redding, ca",united states,fatal,destroyed,airplane,cessna,206h,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-18,"independence, ia",united states,non-fatal,substantial,airplane,cessna,195a,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-18,"winchester, tn",united states,non-fatal,substantial,airplane,mooney,m20c,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-18,"titusville, fl",united states,non-fatal,substantial,airplane,cessna,lc41-550fg,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-18,"slate hill, ny",united states,non-fatal,substantial,airplane,cessna,150m,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-18,"newport, ri",united states,non-fatal,substantial,airplane,flight design gmbh,ctsw,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-18,"smithville, tx",united states,non-fatal,minor,powered parachute,buckeye,breeze,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-18,"honesdale, pa",united states,non-fatal,substantial,airplane,beech,c 50,no,2.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-18,"puyallup, wa",united states,non-fatal,substantial,airplane,beech,f33a,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-19,"fort myers, fl",united states,non-fatal,substantial,airplane,cirrus,sr22,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-19,"nondalton, ak",united states,non-fatal,substantial,airplane,piper,pa 18a 150,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-19,"naples, fl",united states,non-fatal,substantial,airplane,cessna,172s,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-20,"lakeland, fl",united states,non-fatal,substantial,airplane,mooney,m20tn,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-20,"boise, id",united states,non-fatal,substantial,airplane,cessna,180j,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-21,"west plains, mo",united states,non-fatal,substantial,airplane,arion aircraft llc,lightning ls-1,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-21,"campbellsville, ky",united states,non-fatal,substantial,airplane,bellanca,1730 - a,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-22,"hartwell, ga",united states,non-fatal,substantial,airplane,piper,pa 16,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-22,"mt tom, or",united states,fatal,destroyed,airplane,piper,pa 28-140,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-23,"nome, ak",united states,non-fatal,substantial,airplane,cessna,185,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-23,"jacksonville, fl",united states,non-fatal,substantial,airplane,beech,d95,no,2.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-24,"clearwater, fl",united states,non-fatal,substantial,airplane,cessna,172m,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-24,"van nuys, ca",united states,non-fatal,minor,airplane,diamond aircraft ind inc,da 20 c1,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-26,"gatlinburg, tn",united states,non-fatal,substantial,airplane,piper,pa 32r-300,no,1.0,reciprocating,personal,imc,uknown,2010,General Aviation,2015
2015-04-27,"sylacauga, al",united states,non-fatal,substantial,airplane,diamond aircraft ind inc,da 20 c1,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-04-28,"austin, tx",united states,fatal,substantial,helicopter,eurocopter deutschland gmbh,mbb bk 117 c-2,no,2.0,turbo shaft,public aircraft - local,vmc,uknown,2010,Government,2015
2015-04-28,"centralia, wa",united states,non-fatal,substantial,airplane,cessna,170b,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-30,"colorado springs, co",united states,non-fatal,substantial,airplane,aero sp z o o,at 4 lsa,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-30,"los angeles, ca",united states,non-fatal,substantial,airplane,cessna,172p,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-04-30,"pilot point, tx",united states,non-fatal,minor,airplane,cessna,152,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-04-30,"newburyport, ma",united states,non-fatal,substantial,airplane,cessna,182t,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-05-01,"crescent lake, or",united states,non-fatal,substantial,airplane,cessna,140,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-05-01,"pearland, tx",united states,non-fatal,substantial,airplane,cessna,180k,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-05-01,"otto, nm",united states,non-fatal,destroyed,airplane,titan aerospace holdings inc,solara 50,no,1.0,electric,flight test,vmc,uknown,2010,Testing/Experimental,2015
2015-05-02,"orange, tx",united states,non-fatal,substantial,airplane,beech,b35,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-05-02,"neillsville, wi",united states,non-fatal,substantial,airplane,cessna,150f,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-05-03,"st marys, pa",united states,non-fatal,substantial,airplane,cessna,182t,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-05-03,"penn yan, ny",united states,fatal,substantial,airplane,cessna,172,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-05-03,"cottage grove, or",united states,non-fatal,substantial,airplane,buhl,la 1,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-05-03,"mulberry, tn",united states,fatal,destroyed,airplane,cessna,182,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-05-03,"de kalb, il",united states,non-fatal,substantial,airplane,piper,j3c-65,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-05-04,"huntington, in",united states,non-fatal,substantial,airplane,piper,pa 28-235,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-05-04,"roxboro, nc",united states,non-fatal,substantial,airplane,cessna,177b,no,1.0,reciprocating,business,vmc,uknown,2010,General Aviation,2015
2015-05-04,"hartland, me",united states,non-fatal,substantial,airplane,cessna,180,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-05-04,"hamilton, mt",united states,non-fatal,substantial,helicopter,airbus,as-350,no,1.0,turbo shaft,instructional,vmc,uknown,2010,Training,2015
2015-05-05,"basile, la",united states,fatal,destroyed,airplane,air tractor inc,at 502b,no,1.0,turbo prop,aerial application,vmc,uknown,2010,Aerial Work,2015
2015-05-05,"morganton, nc",united states,non-fatal,substantial,helicopter,hughes,th 55,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-05-06,"deer park, wa",united states,non-fatal,substantial,glider,issoire siren,pik 30,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-05-06,"argyle, tx",united states,non-fatal,substantial,helicopter,enstrom,f-28f,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-05-07,"spokane, wa",united states,fatal,destroyed,airplane,piper,pa 46 350p,no,1.0,turbo prop,flight test,vmc,uknown,2010,Testing/Experimental,2015
2015-05-07,"daytona beach, fl",united states,non-fatal,substantial,airplane,cessna,172s,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-05-07,"chesterfield, mo",united states,non-fatal,substantial,helicopter,bell,206l 3,no,1.0,turbo shaft,instructional,vmc,uknown,2010,Training,2015
2015-05-08,"atlanta, ga",united states,fatal,destroyed,airplane,piper,pa-32r-300,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-05-08,"balsam grove, nc",united states,non-fatal,substantial,airplane,cessna,150d,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-05-08,"davenport, ca",united states,fatal,substantial,airplane,cessna,172s,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-05-08,"kettle falls, wa",united states,non-fatal,substantial,helicopter,garlick,uh-1b,no,1.0,turbo shaft,external load,vmc,uknown,2010,Aerial Work,2015
2015-05-09,"redlands, ca",united states,non-fatal,substantial,airplane,piper,pa 32-300,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-05-10,"dighton, ks",united states,non-fatal,substantial,airplane,air tractor inc,at 502b,no,1.0,turbo prop,positioning,vmc,uknown,2010,Commercial,2015
2015-05-10,"quincy, wa",united states,non-fatal,substantial,airplane,champion,7eca,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-05-11,"rigby, id",united states,non-fatal,substantial,airplane,maule,m 4-220c,no,1.0,reciprocating,flight test,vmc,uknown,2010,Testing/Experimental,2015
2015-05-11,"omega, ok",united states,non-fatal,substantial,airplane,piper,pa-25-235,no,1.0,reciprocating,aerial application,vmc,uknown,2010,Aerial Work,2015
2015-05-12,"ranger, tx",united states,non-fatal,substantial,airplane,piper,pa 28-161,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-05-12,"newport news, va",united states,non-fatal,substantial,airplane,gates lear jet,35,no,2.0,turbo fan,public aircraft - federal,vmc,uknown,2010,Government,2015
2015-05-12,"inverness, fl",united states,non-fatal,substantial,airplane,taylorcraft,bc-12d,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-05-12,"steele, nd",united states,non-fatal,substantial,airplane,piper,pa 28-180,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-05-13,"columbia, il",united states,non-fatal,substantial,helicopter,robinson helicopter company,r44 ii,no,1.0,reciprocating,aerial application,vmc,uknown,2010,Aerial Work,2015
2015-05-13,"bentonville, ar",united states,non-fatal,substantial,airplane,cessna,170b,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-05-13,"crownpoint, nm",united states,non-fatal,substantial,airplane,pilatus,pc12 - 45,no,1.0,turbo prop,positioning,vmc,uknown,2010,Commercial,2015
2015-05-14,"juntura, or",united states,fatal,substantial,airplane,bellanca,7gcbc,no,1.0,reciprocating,business,vmc,uknown,2010,General Aviation,2015
2015-05-14,"anchorage, ak",united states,non-fatal,substantial,airplane,piper,pa 18-150,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-05-14,"atlanta, ga",united states,non-fatal,substantial,airplane,cirrus,sr22,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-05-15,"piggott, ar",united states,non-fatal,substantial,airplane,cessna,t206h,no,1.0,reciprocating,business,vmc,uknown,2010,General Aviation,2015
