Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Weather.Condition,Broad.phase.of.flight,Decade,Flight.Category,Year
2002-12-04,"holland, mi",united states,non-fatal,substantial,Unknown,cessna,172n,no,1.0,reciprocating,instructional,vmc,landing,2000,Training,2002
2002-12-04,"lewisville, tx",united states,fatal(1),destroyed,airplane,cessna,402c,no,2.0,turbo prop,positioning,imc,maneuvering,2000,Commercial,2002
2002-12-05,"moline, il",united states,non-fatal,substantial,Unknown,cessna,172m,no,1.0,reciprocating,personal,vmc,approach,2000,General Aviation,2002
2002-12-05,"miami, fl",united states,fatal(2),destroyed,Unknown,aaa aircraft leasing,192,no,1.0,reciprocating,business,vmc,cruise,2000,General Aviation,2002
2002-12-05,"hot springs, ar",united states,fatal(1),destroyed,Unknown,rockwell commander,114,no,1.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2002
2002-12-05,"moberly, mo",united states,incident,minor,Unknown,hughes,oh-6,no,1.0,turbo shaft,ferry,vmc,cruise,2000,Commercial,2002
2002-12-06,"cartersville, ga",united states,non-fatal,substantial,Unknown,cessna,172n,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2002
2002-12-06,"fort myers, fl",united states,fatal(2),destroyed,Unknown,raytheon,58,no,2.0,reciprocating,personal,imc,go-around,2000,General Aviation,2002
2002-12-06,"arecibo, pr",united states,fatal(2),destroyed,Unknown,cessna,150l,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2002
2002-12-08,"pensacola, fl",united states,non-fatal,substantial,airplane,piper,pa38,no,1.0,reciprocating,instructional,vmc,landing,2000,Training,2002
2002-12-08,"scottsdale, az",united states,non-fatal,substantial,Unknown,piper,pa-28-161,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2002
2002-12-09,"agua caliente, ca",united states,non-fatal,substantial,Unknown,cessna,t210l,no,1.0,reciprocating,public aircraft,vmc,landing,2000,Government,2002
2002-12-09,"eagleton, ar",united states,fatal(3),destroyed,Unknown,beech,1900c,no,2.0,turbo prop,ferry,vmc,approach,2000,Commercial,2002
2002-12-10,"eagle, co",united states,non-fatal,substantial,Unknown,mooney,m20k,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2002
2002-12-10,"glenwood, mn",united states,fatal(2),destroyed,Unknown,north american,t-28b,no,1.0,reciprocating,personal,vmc,maneuvering,2000,General Aviation,2002
2002-12-12,"suffolk, va",united states,non-fatal,substantial,Unknown,robinson,r-22,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2002
2002-12-12,"fallon, nv",united states,non-fatal,substantial,Unknown,piper,pa-12,no,1.0,reciprocating,personal,vmc,maneuvering,2000,General Aviation,2002
2002-12-12,"frankenmuth, mi",united states,fatal(1),destroyed,Unknown,stinson,108-1,no,1.0,reciprocating,personal,vmc,maneuvering,2000,General Aviation,2002
2002-12-13,"manassas, va",united states,incident,substantial,airplane,piper,pa-601p,no,2.0,reciprocating,personal,imc,takeoff,2000,General Aviation,2002
2002-12-13,"odessa, tx",united states,non-fatal,substantial,Unknown,piper,pa-24-180,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2002
2002-12-13,"greensburg, in",united states,non-fatal,substantial,Unknown,piper,pa28-181,no,1.0,reciprocating,business,imc,takeoff,2000,General Aviation,2002
2002-12-13,"petersburg, ak",united states,fatal(1),destroyed,Unknown,cessna,180,no,1.0,reciprocating,personal,vmc,unknown,2000,General Aviation,2002
2002-12-14,"jacksonville, fl",united states,non-fatal,substantial,Unknown,beech,200,no,2.0,turbo prop,executive/corporate,vmc,climb,2000,General Aviation,2002
2002-12-14,"cashiers, nc",united states,non-fatal,substantial,Unknown,piper,pa-28-150,no,1.0,reciprocating,personal,vmc,descent,2000,General Aviation,2002
2002-12-14,"bryson, tx",united states,non-fatal,substantial,Unknown,piper,pa-28-235,no,1.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2002
2002-12-15,pacific ocean,pacific ocean,fatal(1),destroyed,Unknown,piper,pa-34-200t,no,2.0,reciprocating,ferry,vmc,unknown,2000,Commercial,2002
2002-12-15,"laurens, sc",united states,non-fatal,substantial,Unknown,beech,a36,no,1.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2002
2002-12-15,"jackson, mi",united states,non-fatal,substantial,Unknown,piper,pa-30,no,2.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2002
2002-12-16,"seattle, wa",united states,non-fatal,substantial,Unknown,hawker,dh-125,no,2.0,turbo fan,business,imc,landing,2000,General Aviation,2002
2002-12-16,"crystal river, fl",united states,non-fatal,substantial,airplane,cessna,a150m,no,1.0,reciprocating,instructional,vmc,landing,2000,Training,2002
2002-12-16,"anaheim hills, ca",united states,fatal(2),destroyed,Unknown,piper,pa-24-250,no,1.0,reciprocating,personal,imc,approach,2000,General Aviation,2002
2002-12-18,"odenton, md",united states,non-fatal,substantial,Unknown,bell,206b,no,1.0,turbo shaft,aerial observation,vmc,approach,2000,Aerial Work,2002
2002-12-18,"los banos, ca",united states,non-fatal,substantial,Unknown,schweizer,269c,no,1.0,reciprocating,personal,vmc,maneuvering,2000,General Aviation,2002
2002-12-18,"soldotna, ak",united states,non-fatal,substantial,Unknown,swearingen,sa-226t,no,2.0,turbo prop,positioning,vmc,landing,2000,Commercial,2002
2002-12-18,"palmer, ak",united states,non-fatal,substantial,Unknown,piper,pa-18-105,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2002
2002-12-19,"king salmon, ak",united states,fatal(1),substantial,Unknown,aviat,a-1b,no,1.0,reciprocating,public aircraft,vmc,maneuvering,2000,Government,2002
2002-12-20,"wink, tx",united states,non-fatal,substantial,Unknown,cessna,195,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2002
2002-12-20,"osage beach, mo",united states,non-fatal,substantial,Unknown,piper,pa-28-180,no,1.0,reciprocating,personal,vmc,descent,2000,General Aviation,2002
2002-12-20,"woodbury, ct",united states,fatal(2),destroyed,Unknown,piper,pa-32r-301t,no,1.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2002
2002-12-20,"macon, ga",united states,fatal(4),destroyed,Unknown,piper,pa-32-300,no,1.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2002
2002-12-21,"pacoima, ca",united states,non-fatal,substantial,Unknown,cessna,172n,no,1.0,reciprocating,instructional,vmc,landing,2000,Training,2002
2002-12-21,"denver city, tx",united states,non-fatal,substantial,Unknown,beech,be-35,no,1.0,reciprocating,personal,vmc,go-around,2000,General Aviation,2002
2002-12-22,"west helena, ar",united states,non-fatal,substantial,Unknown,cessna,170a,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2002
2002-12-22,"fritch, tx",united states,non-fatal,substantial,Unknown,hughes,369e,no,1.0,turbo prop,business,vmc,cruise,2000,General Aviation,2002
2002-12-22,"carleton, mi",united states,non-fatal,substantial,Unknown,piper,pa-28-235,no,1.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2002
2002-12-23,"chehalis, wa",united states,non-fatal,substantial,Unknown,grumman american,aa-1,no,1.0,reciprocating,personal,vmc,approach,2000,General Aviation,2002
2002-12-23,"dolan springs, az",united states,fatal(2),destroyed,Unknown,robinson,r22 beta,no,1.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2002
2002-12-24,"boise, id",united states,non-fatal,substantial,Unknown,hughes,369d,no,1.0,turbo shaft,instructional,vmc,descent,2000,Training,2002
2002-12-24,"tea, sd",united states,non-fatal,substantial,Unknown,cessna,172s,no,1.0,reciprocating,instructional,vmc,landing,2000,Training,2002
2002-12-24,"egypt, ar",united states,fatal(1),destroyed,Unknown,beech,be-58,no,2.0,reciprocating,personal,imc,descent,2000,General Aviation,2002
2002-12-25,"manteo, nc",united states,fatal(1),substantial,airplane,cessna,208b,no,1.0,turbo prop,positioning,imc,approach,2000,Commercial,2002
2002-12-25,"hollywood, fl",united states,non-fatal,substantial,Unknown,beech,f-35,no,1.0,reciprocating,personal,vmc,descent,2000,General Aviation,2002
2002-12-25,"akron, co",united states,fatal(2),destroyed,Unknown,cessna,421,no,2.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2002
2002-12-26,"albany, ny",united states,non-fatal,substantial,Unknown,mbb,bk 117 a-4,no,2.0,turbo shaft,positioning,vmc,standing,2000,Commercial,2002
2002-12-26,"akron, oh",united states,non-fatal,substantial,Unknown,cessna,172s,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2002
2002-12-26,"tallahassee, fl",united states,non-fatal,substantial,airplane,piper,pa-30,no,2.0,reciprocating,personal,vmc,standing,2000,General Aviation,2002
2002-12-26,"spanish fork, ut",united states,non-fatal,substantial,Unknown,piper,pa-28-181,no,1.0,reciprocating,personal,vmc,descent,2000,General Aviation,2002
2002-12-27,"nashville, tn",united states,non-fatal,substantial,Unknown,cessna,182s,no,1.0,reciprocating,personal,vmc,taxi,2000,General Aviation,2002
2002-12-28,"durango, co",united states,non-fatal,substantial,Unknown,beech,f33a,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2002
2002-12-28,"nikolai, ak",united states,non-fatal,substantial,Unknown,de havilland,dhc-3,no,1.0,reciprocating,positioning,vmc,climb,2000,Commercial,2002
2002-12-28,"addison, tx",united states,fatal(1),destroyed,Unknown,beech,f-35,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2002
2002-12-29,"steamboat spgs, co",united states,fatal(1),destroyed,Unknown,piper,pa-32-300,no,1.0,reciprocating,personal,vmc,climb,2000,General Aviation,2002
2002-12-30,"blairstown, nj",united states,non-fatal,substantial,Unknown,piper,pa-18a 150,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2002
2002-12-30,"brownsville, tx",united states,non-fatal,substantial,Unknown,cessna,t207,no,1.0,reciprocating,personal,vmc,climb,2000,General Aviation,2002
2002-12-31,"mount union, pa",united states,non-fatal,substantial,Unknown,socata,tb 9,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2002
2002-12-31,"high island 471, gm",united states,non-fatal,substantial,Unknown,bell,206-l4,no,1.0,turbo shaft,positioning,vmc,maneuvering,2000,Commercial,2002
2002-12-31,"stuart, fl",united states,non-fatal,substantial,Unknown,cessna,172f,no,1.0,reciprocating,personal,vmc,approach,2000,General Aviation,2002
2002-12-31,"austell, ga",united states,non-fatal,substantial,Unknown,piper,pa-28-180,no,1.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2002
2003-01-01,"tucson, az",united states,fatal(1),destroyed,Unknown,beech,95,no,2.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2003
2003-01-01,"milford, ut",united states,non-fatal,destroyed,Unknown,aircraft mfg & dev. co. (amd),ch2000,no,1.0,reciprocating,instructional,vmc,cruise,2000,Training,2003
2003-01-02,"idaho falls, id",united states,non-fatal,substantial,Unknown,bell,47g,no,1.0,turbo shaft,other work use,vmc,cruise,2000,Other Aerial Work,2003
2003-01-02,"new port richey, fl",united states,non-fatal,substantial,Unknown,hughes,oh-6,no,1.0,turbo shaft,public aircraft,vmc,takeoff,2000,Government,2003
2003-01-02,"shreveport, la",united states,fatal(2),destroyed,Unknown,grumman american,aa-1a,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2003
2003-01-03,"jessup, ga",united states,non-fatal,substantial,Unknown,cessna,150k,no,1.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2003
2003-01-03,"mc allen, tx",united states,non-fatal,substantial,Unknown,cessna,401,no,2.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2003
2003-01-03,"alton, il",united states,non-fatal,substantial,Unknown,cessna,182s,no,1.0,reciprocating,instructional,vmc,takeoff,2000,Training,2003
2003-01-03,"immokalee, fl",united states,non-fatal,substantial,Unknown,mielec,pzl-m-18,no,1.0,turbo prop,aerial application,vmc,cruise,2000,Aerial Work,2003
2003-01-04,"melbourne, fl",united states,non-fatal,substantial,Unknown,cessna,172k,no,1.0,reciprocating,personal,vmc,taxi,2000,General Aviation,2003
2003-01-04,"springdale, ar",united states,non-fatal,substantial,Unknown,champion,7fc,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2003
2003-01-04,"melbourne, fl",united states,non-fatal,minor,Unknown,north american,at-6a,no,1.0,reciprocating,personal,vmc,taxi,2000,General Aviation,2003
2003-01-04,"collinsville, ca",united states,fatal(1),destroyed,Unknown,schweizer,269c,no,1.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2003
2003-01-04,"ada, mn",united states,non-fatal,destroyed,Unknown,cessna,310r,no,2.0,reciprocating,personal,imc,approach,2000,General Aviation,2003
2003-01-05,"morristown, nj",united states,non-fatal,substantial,Unknown,mooney,20j,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2003
2003-01-07,"barrington hill, il",united states,non-fatal,substantial,Unknown,piper,pa-23-250,no,2.0,reciprocating,business,vmc,cruise,2000,General Aviation,2003
2003-01-08,"springdale, ar",united states,non-fatal,substantial,Unknown,cessna,172s,no,1.0,reciprocating,instructional,vmc,landing,2000,Training,2003
2003-01-08,"bountiful, ut",united states,non-fatal,substantial,Unknown,piper,pa-34-200,no,2.0,reciprocating,personal,imc,go-around,2000,General Aviation,2003
2003-01-08,"traverse city, mi",united states,non-fatal,substantial,Unknown,cessna,152,no,1.0,reciprocating,instructional,vmc,landing,2000,Training,2003
2003-01-08,"garner, ia",united states,non-fatal,substantial,Unknown,cessna,150j,no,1.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2003
2003-01-08,"geneva, al",united states,non-fatal,substantial,Unknown,aero commander,100,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2003
2003-01-08,"flagstaff, az",united states,fatal(4),destroyed,Unknown,piper,pa-23-250,no,2.0,reciprocating,personal,imc,cruise,2000,General Aviation,2003
2003-01-08,"warner springs, ca",united states,fatal(1),destroyed,Unknown,mooney,m20c,no,1.0,reciprocating,personal,vmc,maneuvering,2000,General Aviation,2003
2003-01-09,"parker, az",united states,non-fatal,substantial,Unknown,davis,yak-3 ur-2000,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2003
2003-01-09,"jean, nv",united states,non-fatal,substantial,Unknown,boeing stearman,pt-17,no,1.0,reciprocating,personal,vmc,standing,2000,General Aviation,2003
2003-01-09,"jean, nv",united states,non-fatal,substantial,Unknown,aeronca,7ac,no,1.0,reciprocating,personal,vmc,standing,2000,General Aviation,2003
2003-01-09,"roanoke, tx",united states,non-fatal,substantial,Unknown,piper,pa-28r-200,no,1.0,reciprocating,instructional,vmc,landing,2000,Training,2003
2003-01-09,"putnam, tx",united states,non-fatal,substantial,Unknown,bell,206b,no,1.0,turbo shaft,positioning,vmc,cruise,2000,Commercial,2003
2003-01-10,"prescott, az",united states,non-fatal,substantial,Unknown,waco,sre,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2003
2003-01-10,"salt lake city, ut",united states,fatal(2),destroyed,helicopter,agusta,a-109-k2,no,2.0,turbo shaft,positioning,imc,maneuvering,2000,Commercial,2003
2003-01-11,"everglades city, fl",united states,non-fatal,substantial,airplane,cessna,150k,no,1.0,reciprocating,instructional,vmc,landing,2000,Training,2003
2003-01-11,"parker, az",united states,fatal(2),substantial,Unknown,grumman,f6f-5,no,1.0,reciprocating,air race/show,vmc,approach,2000,Airshow/Racing,2003
2003-01-11,"new middleton, oh",united states,non-fatal,substantial,Unknown,piper,pa-28-140,no,1.0,reciprocating,instructional,vmc,maneuvering,2000,Training,2003
2003-01-11,"dayton, tn",united states,non-fatal,substantial,Unknown,aviat,husky,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2003
2003-01-11,"mt. pleasant, sc",united states,non-fatal,substantial,Unknown,cessna,172s,no,1.0,reciprocating,instructional,vmc,takeoff,2000,Training,2003
2003-01-11,"parker, az",united states,fatal(2),destroyed,Unknown,cessna,182h,no,1.0,reciprocating,personal,vmc,climb,2000,General Aviation,2003
2003-01-11,"westlake villag, ca",united states,non-fatal,destroyed,Unknown,piper,pa-34-200,no,2.0,reciprocating,instructional,vmc,cruise,2000,Training,2003
2003-01-12,"tacoma, wa",united states,non-fatal,substantial,Unknown,mooney,m20f,no,1.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2003
2003-01-12,"glady, wv",united states,non-fatal,substantial,Unknown,sikorsky,s-61a,no,2.0,turbo shaft,other work use,vmc,maneuvering,2000,Other Aerial Work,2003
2003-01-12,"charleston, mo",united states,non-fatal,substantial,Unknown,cessna,150m,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2003
2003-01-13,"mansfield, mo",united states,non-fatal,substantial,Unknown,piper,pa-38-112,no,1.0,reciprocating,personal,vmc,approach,2000,General Aviation,2003
2003-01-14,"gig harbor, wa",united states,non-fatal,substantial,Unknown,cessna,172k,no,1.0,reciprocating,personal,imc,climb,2000,General Aviation,2003
2003-01-14,"palm springs, ca",united states,non-fatal,substantial,Unknown,cessna,414,no,2.0,reciprocating,instructional,vmc,approach,2000,Training,2003
2003-01-14,"alamo, tx",united states,non-fatal,substantial,Unknown,air tractor,at-401,no,1.0,reciprocating,aerial application,vmc,maneuvering,2000,Aerial Work,2003
2003-01-14,"oshkosh, wi",united states,non-fatal,substantial,Unknown,robinson,r22b,no,1.0,reciprocating,personal,vmc,maneuvering,2000,General Aviation,2003
2003-01-15,"brawley, ca",united states,non-fatal,substantial,Unknown,cessna,a188a,no,1.0,reciprocating,aerial application,vmc,takeoff,2000,Aerial Work,2003
2003-01-16,"salinas, ca",united states,non-fatal,substantial,Unknown,cessna,152,no,1.0,reciprocating,instructional,vmc,landing,2000,Training,2003
2003-01-16,"midway, ut",united states,fatal(2),destroyed,Unknown,yakovlev,yak 52,no,1.0,reciprocating,personal,vmc,unknown,2000,General Aviation,2003
2003-01-17,"truckee, ca",united states,non-fatal,substantial,Unknown,beech,76,no,2.0,reciprocating,instructional,vmc,takeoff,2000,Training,2003
2003-01-17,"mcmurdo station, antarctica",antarctica,non-fatal,substantial,Unknown,bell,212,no,2.0,turbo shaft,public aircraft,vmc,maneuvering,2000,Government,2003
2003-01-18,"poughkeepsie, ny",united states,non-fatal,substantial,Unknown,piper,pa-28-180,no,1.0,reciprocating,personal,vmc,approach,2000,General Aviation,2003
2003-01-18,"payson, az",united states,non-fatal,substantial,Unknown,taylorcraft,f21,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2003
2003-01-18,"chesapeake, va",united states,non-fatal,substantial,Unknown,cessna,172,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2003
2003-01-18,"laconia, nh",united states,non-fatal,substantial,Unknown,piper,pa-46-350p,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2003
2003-01-18,"fitzgerald, ga",united states,non-fatal,substantial,Unknown,beech,65,no,2.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2003
2003-01-18,"eastsound, wa",united states,fatal(1),destroyed,Unknown,piper,pa-28-181,no,1.0,reciprocating,personal,vmc,maneuvering,2000,General Aviation,2003
2003-01-18,"edgewater, fl",united states,fatal(4),destroyed,Unknown,cessna,172p,no,1.0,reciprocating,personal,vmc,maneuvering,2000,General Aviation,2003
2003-01-18,"hammond, la",united states,non-fatal,destroyed,Unknown,beech,t-34b,no,1.0,reciprocating,ferry,vmc,cruise,2000,Commercial,2003
2003-01-18,"hill city, mn",united states,fatal(2),destroyed,Unknown,cirrus design corp.,sr-22,no,1.0,reciprocating,personal,vmc,maneuvering,2000,General Aviation,2003
2003-01-19,"crestline, oh",united states,non-fatal,substantial,Unknown,cessna,150f,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2003
2003-01-19,"grand island, ne",united states,non-fatal,substantial,Unknown,cessna,175,no,1.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2003
2003-01-21,"norman, ok",united states,fatal(1),destroyed,Unknown,cessna,152,no,1.0,reciprocating,aerial observation,vmc,maneuvering,2000,Aerial Work,2003
2003-01-23,"clarence, ia",united states,non-fatal,substantial,Unknown,cessna,210,no,1.0,reciprocating,personal,vmc,climb,2000,General Aviation,2003
2003-01-23,"san jose, ca",united states,fatal(1),destroyed,Unknown,cirrus design corp.,sr 20,no,1.0,reciprocating,personal,imc,approach,2000,General Aviation,2003
2003-01-23,"la sal, ut",united states,fatal(4),destroyed,Unknown,piper,pa-28r-200,no,1.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2003
2003-01-24,"fort myers, fl",united states,non-fatal,substantial,Unknown,fairchild hiller,fh-1100,no,1.0,unknown,personal,vmc,cruise,2000,General Aviation,2003
2003-01-24,"casa grande, az",united states,non-fatal,substantial,Unknown,mooney,m20d,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2003
2003-01-24,"rancho cucamong, ca",united states,fatal(1),destroyed,Unknown,beech,95,no,2.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2003
2003-01-24,"san angelo, tx",united states,non-fatal,destroyed,airplane,cessna,208b,no,1.0,turbo prop,instructional,vmc,maneuvering,2000,Training,2003
2003-01-24,"denver, co",united states,fatal(5),destroyed,Unknown,cessna,172p,no,1.0,reciprocating,personal,vmc,climb,2000,General Aviation,2003
2003-01-24,"denver, co",united states,fatal(5),destroyed,Unknown,piper,pa-31t,no,2.0,turbo prop,personal,vmc,cruise,2000,General Aviation,2003
2003-01-25,"pittsfield, ma",united states,non-fatal,substantial,Unknown,robinson,r-22b,no,1.0,reciprocating,personal,vmc,standing,2000,General Aviation,2003
2003-01-25,"el monte, ca",united states,non-fatal,substantial,Unknown,cessna,t210l,no,1.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2003
2003-01-25,"elbert, co",united states,non-fatal,substantial,Unknown,stinson,108-2,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2003
2003-01-25,"kalaupapa, hi",united states,fatal(1),destroyed,Unknown,cessna,172n,no,1.0,reciprocating,instructional,imc,cruise,2000,Training,2003
2003-01-26,"newport, me",united states,non-fatal,substantial,Unknown,luscombe,8f,no,1.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2003
2003-01-26,"delaware city, de",united states,fatal(2),substantial,Unknown,beech,v35b,no,1.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2003
2003-01-26,"everglades city, fl",united states,non-fatal,substantial,airplane,cessna,182r,no,1.0,reciprocating,instructional,vmc,landing,2000,Training,2003
2003-01-26,"fernandina bch, fl",united states,fatal(4),destroyed,Unknown,cessna,m337b (o-2a),no,2.0,reciprocating,other work use,vmc,maneuvering,2000,Other Aerial Work,2003
2003-01-26,"scottsdale, az",united states,fatal(2),destroyed,Unknown,piper,pa-60-601p,no,2.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2003
2003-01-28,"ellensburg, wa",united states,non-fatal,substantial,Unknown,cessna,152,no,1.0,reciprocating,instructional,vmc,landing,2000,Training,2003
2003-01-28,"myrtle beach, sc",united states,non-fatal,substantial,Unknown,mooney,m20k,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2003
2003-01-28,"jacksonville, fl",united states,non-fatal,substantial,Unknown,cessna,172f,no,1.0,reciprocating,other work use,vmc,maneuvering,2000,Other Aerial Work,2003
2003-01-28,"logan, nm",united states,non-fatal,substantial,Unknown,cessna,172m,no,1.0,reciprocating,personal,vmc,go-around,2000,General Aviation,2003
2003-01-28,"west chicago, il",united states,fatal(1),destroyed,Unknown,agusta,a109c,no,2.0,turbo shaft,positioning,vmc,maneuvering,2000,Commercial,2003
2003-01-30,"jackson, ms",united states,non-fatal,substantial,Unknown,beech,200,no,2.0,turbo prop,positioning,vmc,climb,2000,Commercial,2003
2003-01-30,"lancaster, ca",united states,fatal(2),destroyed,Unknown,beech,d95a,no,2.0,reciprocating,instructional,vmc,approach,2000,Training,2003
2003-01-30,"rock springs, wy",united states,fatal(1),destroyed,Unknown,beech,v35b,no,1.0,reciprocating,personal,vmc,approach,2000,General Aviation,2003
2003-01-31,"tehachapi, ca",united states,non-fatal,substantial,Unknown,piper,pa-28-140,no,1.0,reciprocating,personal,vmc,approach,2000,General Aviation,2003
2003-01-31,"wildorado, tx",united states,non-fatal,substantial,Unknown,cessna,182f,no,1.0,reciprocating,personal,vmc,approach,2000,General Aviation,2003
2003-01-31,"west plains, mo",united states,non-fatal,substantial,helicopter,bell,206l-1,no,1.0,turbo shaft,instructional,vmc,landing,2000,Training,2003
2003-01-31,"lakeville, mn",united states,non-fatal,substantial,Unknown,cessna,172,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2003
2003-01-31,"golden gate, fl",united states,fatal(2),destroyed,Unknown,extra flugzeugbau,ea300/l,no,1.0,reciprocating,personal,vmc,maneuvering,2000,General Aviation,2003
2003-02-01,"prosser, wa",united states,non-fatal,substantial,Unknown,piper,pa-28-140,no,1.0,reciprocating,instructional,vmc,landing,2000,Training,2003
2003-02-01,"klamath falls, or",united states,non-fatal,substantial,Unknown,cessna,180 b,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2003
2003-02-01,"long beach, ca",united states,non-fatal,substantial,Unknown,pitts,s-2b,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2003
2003-02-01,"quartzsite, az",united states,non-fatal,substantial,Unknown,beech,s-35,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2003
2003-02-01,"grand rapids, mi",united states,non-fatal,substantial,Unknown,beech,a36,no,1.0,reciprocating,instructional,imc,cruise,2000,Training,2003
2003-02-01,"fort lauderdale, fl",united states,non-fatal,substantial,Unknown,robinson,r22,no,1.0,reciprocating,instructional,vmc,landing,2000,Training,2003
2003-02-01,"kenai, ak",united states,non-fatal,substantial,Unknown,cessna,150,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2003
2003-02-02,"titusville, fl",united states,non-fatal,substantial,Unknown,beech,a24r,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2003
2003-02-03,"new orleans, la",united states,non-fatal,substantial,Unknown,mooney,m20j,no,1.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2003
2003-02-03,"waskish, mn",united states,non-fatal,substantial,Unknown,cessna,172f,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2003
2003-02-04,"burlington, wa",united states,non-fatal,substantial,Unknown,beech,e18s,no,2.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2003
2003-02-04,"middletown, ca",united states,non-fatal,substantial,Unknown,beech,f35,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2003
2003-02-04,"morrilton, ar",united states,non-fatal,substantial,Unknown,cessna,210l,no,1.0,reciprocating,personal,vmc,unknown,2000,General Aviation,2003
2003-02-04,"wichita, ks",united states,incident,substantial,Unknown,bombardier,bd 100-1a10,no,2.0,turbo fan,flight test,vmc,cruise,2000,Testing/Experimental,2003
2003-02-05,"casa grande, az",united states,non-fatal,substantial,Unknown,cobb international,rotorway exec 90,no,1.0,reciprocating,instructional,vmc,approach,2000,Training,2003
2003-02-05,"halstead, ks",united states,non-fatal,substantial,Unknown,piper,pa-24-180,no,1.0,reciprocating,instructional,vmc,takeoff,2000,Training,2003
2003-02-05,"mission, tx",united states,fatal(3),destroyed,Unknown,cessna,t210n,no,1.0,reciprocating,business,vmc,cruise,2000,General Aviation,2003
2003-02-06,"russellville, ky",united states,non-fatal,substantial,Unknown,robinson,r-44,no,1.0,reciprocating,other work use,imc,takeoff,2000,Other Aerial Work,2003
2003-02-06,"florence, sc",united states,fatal(3),destroyed,Unknown,piper,pa-24-250,no,1.0,reciprocating,positioning,imc,descent,2000,Commercial,2003
